INDICATOR_NAME,PERIOD_YEAR,PERIOD_MONTH,YTD_TARGET,YTD_ACTUAL,MONTHLY_TARGET,MONTHLY_ACTUAL,ON_TIME,DAYS_ON_TIME
OTP (Terminal) - 4 Line,2016,10,0.75,0.387,0.75,0.365,0,7.3
OTP (Terminal) - 4 Line,2016,11,0.75,0.3814,0.75,0.3303,0,6.606
OTP (Terminal) - 4 Line,2016,12,0.75,0.3767,0.75,0.3251,0,6.502
OTP (Terminal) - 4 Line,2017,1,0.75,0.3153,0.75,0.3153,0,6.306
OTP (Terminal) - 4 Line,2017,2,0.75,0.3241,0.75,0.3339,0,6.678
OTP (Terminal) - 4 Line,2017,3,0.75,0.3266,0.75,0.3312,0,6.624
OTP (Terminal) - 4 Line,2017,4,0.75,0.3198,0.75,0.2986,0,5.972
OTP (Terminal) - 4 Line,2017,5,0.75,0.3112,0.75,0.2798,0,5.596
OTP (Terminal) - 4 Line,2017,6,0.75,0.3095,0.75,0.3015,0,6.03
OTP (Terminal) - 4 Line,2017,7,0.75,0.3142,0.75,0.3441,0,6.882
OTP (Terminal) - 4 Line,2017,8,0.75,0.3221,0.75,0.3723,0,7.446
OTP (Terminal) - 4 Line,2017,9,0.75,0.3219,0.75,0.3199,0,6.398
OTP (Terminal) - 4 Line,2017,10,0.75,0.3227,0.75,0.3294,0,6.588
OTP (Terminal) - 4 Line,2017,11,0.75,0.3179,0.75,0.2703,0,5.406
OTP (Terminal) - 4 Line,2017,12,0.75,0.3273,0.75,0.4339,0,8.678
OTP (Terminal) - 5 Line,2011,1,0.862,0.637,0.862,0.637,0,12.74
OTP (Terminal) - 5 Line,2011,2,0.862,0.683,0.862,0.734,0,14.68
OTP (Terminal) - 5 Line,2011,3,0.862,0.706,0.862,0.745,0,14.9
OTP (Terminal) - 5 Line,2011,4,0.862,0.694,0.862,0.658,0,13.16
OTP (Terminal) - 5 Line,2011,5,0.862,0.679,0.862,0.618,0,12.36
OTP (Terminal) - 5 Line,2011,6,0.862,0.678,0.862,0.713,0,14.26
OTP (Terminal) - 5 Line,2011,7,0.862,0.685,0.862,0.73,0,14.6
OTP (Terminal) - 5 Line,2011,8,0.862,0.685,0.862,0.685,0,13.7
OTP (Terminal) - 5 Line,2011,9,0.862,0.685,0.862,0.688,0,13.76
OTP (Terminal) - 5 Line,2011,10,0.862,0.68,0.862,0.629,0,12.58
OTP (Terminal) - 5 Line,2011,11,0.862,0.677,0.862,0.65,0,13
OTP (Terminal) - 5 Line,2011,12,0.862,0.678,0.862,0.684,0,13.68
OTP (Terminal) - 5 Line,2012,1,0.862,0.682,0.862,0.682,0,13.64
OTP (Terminal) - 5 Line,2012,2,0.862,0.685,0.862,0.687,0,13.74
OTP (Terminal) - 5 Line,2012,3,0.862,0.686,0.862,0.687,0,13.74
OTP (Terminal) - 5 Line,2012,4,0.862,0.681,0.862,0.669,0,13.38
OTP (Terminal) - 5 Line,2012,5,0.862,0.676,0.862,0.656,0,13.12
OTP (Terminal) - 5 Line,2012,6,0.862,0.673,0.862,0.659,0,13.18
OTP (Terminal) - 5 Line,2012,7,0.862,0.677,0.862,0.699,0,13.98
OTP (Terminal) - 5 Line,2012,8,0.862,0.676,0.862,0.667,0,13.34
OTP (Terminal) - 5 Line,2012,9,0.862,0.677,0.862,0.691,0,13.82
OTP (Terminal) - 5 Line,2012,10,0.862,0.671,0.862,0.613,0,12.26
OTP (Terminal) - 5 Line,2012,11,0.862,0.667,0.862,0.604,0,12.08
OTP (Terminal) - 5 Line,2012,12,0.862,0.664,0.862,0.678,0,13.56
OTP (Terminal) - 5 Line,2013,1,0.862,0.622,0.862,0.622,0,12.44
OTP (Terminal) - 5 Line,2013,2,0.862,0.593,0.862,0.559,0,11.18
OTP (Terminal) - 5 Line,2013,3,0.862,0.6,0.862,0.614,0,12.28
OTP (Terminal) - 5 Line,2013,4,0.862,0.605,0.862,0.62,0,12.4
OTP (Terminal) - 5 Line,2013,5,0.862,0.594,0.862,0.548,0,10.96
OTP (Terminal) - 5 Line,2013,6,0.862,0.588,0.862,0.562,0,11.24
OTP (Terminal) - 5 Line,2013,7,0.862,0.593,0.862,0.618,0,12.36
OTP (Terminal) - 5 Line,2013,8,0.862,0.587,0.862,0.549,0,10.98
OTP (Terminal) - 5 Line,2013,9,0.862,0.583,0.862,0.542,0,10.84
OTP (Terminal) - 5 Line,2013,10,0.862,0.574,0.862,0.503,0,10.06
OTP (Terminal) - 5 Line,2013,11,0.862,0.567,0.862,0.484,0,9.68
OTP (Terminal) - 5 Line,2013,12,0.862,0.564,0.862,0.535,0,10.7
OTP (Terminal) - 5 Line,2014,1,0.862,0.404,0.862,0.404,0,8.08
OTP (Terminal) - 5 Line,2014,2,0.862,0.365,0.862,0.32,0,6.4
OTP (Terminal) - 5 Line,2014,3,0.862,0.378,0.862,0.403,0,8.06
OTP (Terminal) - 5 Line,2014,4,0.862,0.402,0.862,0.471,0,9.42
OTP (Terminal) - 5 Line,2014,5,0.862,0.412,0.862,0.443,0,8.86
OTP (Terminal) - 5 Line,2014,6,0.862,0.405,0.862,0.376,0,7.52
OTP (Terminal) - 5 Line,2014,7,0.862,0.421,0.862,0.506,0,10.12
OTP (Terminal) - 5 Line,2014,8,0.862,0.429,0.862,0.484,0,9.68
OTP (Terminal) - 5 Line,2014,9,0.862,0.434,0.862,0.474,0,9.48
OTP (Terminal) - 5 Line,2014,10,0.862,0.431,0.862,0.411,0,8.22
OTP (Terminal) - 5 Line,2014,11,0.862,0.427,0.862,0.378,0,7.56
OTP (Terminal) - 5 Line,2014,12,0.862,0.43,0.862,0.466,0,9.32
OTP (Terminal) - 5 Line,2015,1,0.75,0.493,0.75,0.493,0,9.86
OTP (Terminal) - 5 Line,2015,2,0.75,0.449,0.75,0.403,0,8.06
OTP (Terminal) - 5 Line,2015,3,0.75,0.428,0.75,0.389,0,7.78
OTP (Terminal) - 5 Line,2015,4,0.75,0.44,0.75,0.441,0,8.82
OTP (Terminal) - 5 Line,2015,5,0.75,0.426,0.75,0.402,0,8.04
OTP (Terminal) - 5 Line,2015,6,0.75,0.422,0.75,0.404,0,8.08
OTP (Terminal) - 5 Line,2015,7,0.75,0.417,0.75,0.387,0,7.74
OTP (Terminal) - 5 Line,2015,8,0.75,0.408,0.75,0.348,0,6.96
OTP (Terminal) - 5 Line,2015,9,0.75,0.405,0.75,0.381,0,7.62
OTP (Terminal) - 5 Line,2015,10,0.75,0.4,0.75,0.36,0,7.2
OTP (Terminal) - 5 Line,2015,11,0.75,0.399,0.75,0.389,0,7.78
OTP (Terminal) - 5 Line,2015,12,0.75,0.398,0.75,0.382,0,7.64
OTP (Terminal) - 5 Line,2016,1,0.75,0.378,0.75,0.378,0,7.56
OTP (Terminal) - 5 Line,2016,2,0.75,0.379,0.75,0.379,0,7.58
OTP (Terminal) - 5 Line,2016,3,0.75,0.375,0.75,0.368,0,7.36
OTP (Terminal) - 5 Line,2016,4,0.75,0.377,0.75,0.385,0,7.7
OTP (Terminal) - 5 Line,2016,5,0.75,0.372,0.75,0.349,0,6.98
OTP (Terminal) - 5 Line,2016,6,0.75,0.376,0.75,0.394,0,7.88
OTP (Terminal) - 5 Line,2016,7,0.75,0.377,0.75,0.386,0,7.72
OTP (Terminal) - 5 Line,2016,8,0.75,0.378,0.75,0.385,0,7.7
OTP (Terminal) - 5 Line,2016,9,0.75,0.376,0.75,0.358,0,7.16
OTP (Terminal) - 5 Line,2016,10,0.75,0.375,0.75,0.371,0,7.42
OTP (Terminal) - 5 Line,2016,11,0.75,0.3734,0.75,0.3535,0,7.07
OTP (Terminal) - 5 Line,2016,12,0.75,0.3715,0.75,0.351,0,7.02
OTP (Terminal) - 5 Line,2017,1,0.75,0.349,0.75,0.349,0,6.98
OTP (Terminal) - 5 Line,2017,2,0.75,0.3363,0.75,0.3222,0,6.444
OTP (Terminal) - 5 Line,2017,3,0.75,0.3279,0.75,0.3126,0,6.252
OTP (Terminal) - 5 Line,2017,4,0.75,0.3233,0.75,0.3092,0,6.184
OTP (Terminal) - 5 Line,2017,5,0.75,0.3106,0.75,0.262,0,5.24
OTP (Terminal) - 5 Line,2017,6,0.75,0.3114,0.75,0.3152,0,6.304
OTP (Terminal) - 5 Line,2017,7,0.75,0.3149,0.75,0.3372,0,6.744
OTP (Terminal) - 5 Line,2017,8,0.75,0.3185,0.75,0.341,0,6.82
OTP (Terminal) - 5 Line,2017,9,0.75,0.3129,0.75,0.2614,0,5.228
OTP (Terminal) - 5 Line,2017,10,0.75,0.3062,0.75,0.2449,0,4.898
OTP (Terminal) - 5 Line,2017,11,0.75,0.3016,0.75,0.2518,0,5.036
OTP (Terminal) - 5 Line,2017,12,0.75,0.3154,0.75,0.4712,0,9.424
OTP (Terminal) - 6 Line,2011,1,0.905,0.719,0.905,0.719,0,14.38
OTP (Terminal) - 6 Line,2011,2,0.905,0.73,0.905,0.743,0,14.86
OTP (Terminal) - 6 Line,2011,3,0.905,0.765,0.905,0.826,0,16.52
OTP (Terminal) - 6 Line,2011,4,0.905,0.774,0.905,0.802,0,16.04
OTP (Terminal) - 6 Line,2011,5,0.905,0.786,0.905,0.834,0,16.68
OTP (Terminal) - 6 Line,2011,6,0.905,0.785,0.905,0.787,0,15.74
OTP (Terminal) - 6 Line,2011,7,0.905,0.794,0.905,0.847,0,16.94
OTP (Terminal) - 6 Line,2011,8,0.905,0.802,0.905,0.851,0,17.02
OTP (Terminal) - 6 Line,2011,9,0.905,0.806,0.905,0.843,0,16.86
OTP (Terminal) - 6 Line,2011,10,0.905,0.802,0.905,0.769,0,15.38
OTP (Terminal) - 6 Line,2011,11,0.905,0.801,0.905,0.79,0,15.8
OTP (Terminal) - 6 Line,2011,12,0.905,0.798,0.905,0.755,0,15.1
OTP (Terminal) - 6 Line,2012,1,0.905,0.783,0.905,0.783,0,15.66
OTP (Terminal) - 6 Line,2012,2,0.905,0.79,0.905,0.797,0,15.94
OTP (Terminal) - 6 Line,2012,3,0.905,0.795,0.905,0.804,0,16.08
OTP (Terminal) - 6 Line,2012,4,0.905,0.798,0.905,0.807,0,16.14
OTP (Terminal) - 6 Line,2012,5,0.905,0.802,0.905,0.816,0,16.32
OTP (Terminal) - 6 Line,2012,6,0.905,0.803,0.905,0.808,0,16.16
OTP (Terminal) - 6 Line,2012,7,0.905,0.799,0.905,0.776,0,15.52
OTP (Terminal) - 6 Line,2012,8,0.905,0.796,0.905,0.782,0,15.64
OTP (Terminal) - 6 Line,2012,9,0.905,0.797,0.905,0.805,0,16.1
OTP (Terminal) - 6 Line,2012,10,0.905,0.795,0.905,0.769,0,15.38
OTP (Terminal) - 6 Line,2012,11,0.905,0.795,0.905,0.798,0,15.96
OTP (Terminal) - 6 Line,2012,12,0.905,0.792,0.905,0.798,0,15.96
OTP (Terminal) - 6 Line,2013,1,0.905,0.737,0.905,0.737,0,14.74
OTP (Terminal) - 6 Line,2013,2,0.905,0.74,0.905,0.743,0,14.86
OTP (Terminal) - 6 Line,2013,3,0.905,0.746,0.905,0.758,0,15.16
OTP (Terminal) - 6 Line,2013,4,0.905,0.758,0.905,0.792,0,15.84
OTP (Terminal) - 6 Line,2013,5,0.905,0.755,0.905,0.745,0,14.9
OTP (Terminal) - 6 Line,2013,6,0.905,0.76,0.905,0.785,0,15.7
OTP (Terminal) - 6 Line,2013,7,0.905,0.761,0.905,0.767,0,15.34
OTP (Terminal) - 6 Line,2013,8,0.905,0.757,0.905,0.729,0,14.58
OTP (Terminal) - 6 Line,2013,9,0.905,0.755,0.905,0.741,0,14.82
OTP (Terminal) - 6 Line,2013,10,0.905,0.747,0.905,0.678,0,13.56
OTP (Terminal) - 6 Line,2013,11,0.905,0.737,0.905,0.635,0,12.7
OTP (Terminal) - 6 Line,2013,12,0.905,0.724,0.905,0.575,0,11.5
OTP (Terminal) - 6 Line,2014,1,0.905,0.553,0.905,0.553,0,11.06
OTP (Terminal) - 6 Line,2014,2,0.905,0.494,0.905,0.425,0,8.5
OTP (Terminal) - 6 Line,2014,3,0.905,0.52,0.905,0.572,0,11.44
OTP (Terminal) - 6 Line,2014,4,0.905,0.523,0.905,0.531,0,10.62
OTP (Terminal) - 6 Line,2014,5,0.905,0.513,0.905,0.512,0,10.24
OTP (Terminal) - 6 Line,2014,6,0.905,0.54,0.905,0.633,0,12.66
OTP (Terminal) - 6 Line,2014,7,0.905,0.549,0.905,0.6,0,12
OTP (Terminal) - 6 Line,2014,8,0.905,0.556,0.905,0.607,0,12.14
OTP (Terminal) - 6 Line,2014,9,0.905,0.557,0.905,0.562,0,11.24
OTP (Terminal) - 6 Line,2014,10,0.905,0.547,0.905,0.468,0,9.36
OTP (Terminal) - 6 Line,2014,11,0.905,0.541,0.905,0.466,0,9.32
OTP (Terminal) - 6 Line,2014,12,0.905,0.538,0.905,0.511,0,10.22
OTP (Terminal) - 6 Line,2015,1,0.75,0.518,0.75,0.518,0,10.36
OTP (Terminal) - 6 Line,2015,2,0.75,0.462,0.75,0.4,0,8
OTP (Terminal) - 6 Line,2015,3,0.75,0.441,0.75,0.403,0,8.06
OTP (Terminal) - 6 Line,2015,4,0.75,0.509,0.75,0.417,0,8.34
OTP (Terminal) - 6 Line,2015,5,0.75,0.447,0.75,0.5,0,10
OTP (Terminal) - 6 Line,2015,6,0.75,0.452,0.75,0.474,0,9.48
OTP (Terminal) - 6 Line,2015,7,0.75,0.459,0.75,0.5,0,10
OTP (Terminal) - 6 Line,2015,8,0.75,0.472,0.75,0.56,0,11.2
OTP (Terminal) - 6 Line,2015,9,0.75,0.469,0.75,0.45,0,9
OTP (Terminal) - 6 Line,2015,10,0.75,0.46,0.75,0.377,0,7.54
OTP (Terminal) - 6 Line,2015,11,0.75,0.458,0.75,0.445,0,8.9
OTP (Terminal) - 6 Line,2015,12,0.75,0.461,0.75,0.485,0,9.7
OTP (Terminal) - 6 Line,2016,1,0.75,0.455,0.75,0.455,0,9.1
OTP (Terminal) - 6 Line,2016,2,0.75,0.437,0.75,0.42,0,8.4
OTP (Terminal) - 6 Line,2016,3,0.75,0.464,0.75,0.511,0,10.22
OTP (Terminal) - 6 Line,2016,4,0.75,0.48,0.75,0.528,0,10.56
OTP (Terminal) - 6 Line,2016,5,0.75,0.491,0.75,0.536,0,10.72
OTP (Terminal) - 6 Line,2016,6,0.75,0.491,0.75,0.489,0,9.78
OTP (Terminal) - 6 Line,2016,7,0.75,0.489,0.75,0.477,0,9.54
OTP (Terminal) - 6 Line,2016,8,0.75,0.499,0.75,0.562,0,11.24
OTP (Terminal) - 6 Line,2016,9,0.75,0.498,0.75,0.491,0,9.82
OTP (Terminal) - 6 Line,2016,10,0.75,0.498,0.75,0.493,0,9.86
OTP (Terminal) - 6 Line,2016,11,0.75,0.4922,0.75,0.4377,0,8.754
OTP (Terminal) - 6 Line,2016,12,0.75,0.484,0.75,0.3941,0,7.882
OTP (Terminal) - 6 Line,2017,1,0.75,0.4724,0.75,0.4724,0,9.448
OTP (Terminal) - 6 Line,2017,2,0.75,0.4714,0.75,0.4703,0,9.406
OTP (Terminal) - 6 Line,2017,3,0.75,0.4772,0.75,0.4877,0,9.754
OTP (Terminal) - 6 Line,2017,4,0.75,0.4912,0.75,0.5345,0,10.69
OTP (Terminal) - 6 Line,2017,5,0.75,0.4958,0.75,0.5131,0,10.262
OTP (Terminal) - 6 Line,2017,6,0.75,0.5045,0.75,0.5459,0,10.918
OTP (Terminal) - 6 Line,2017,7,0.75,0.5157,0.75,0.5853,0,11.706
OTP (Terminal) - 6 Line,2017,8,0.75,0.5307,0.75,0.626,0,12.52
OTP (Terminal) - 6 Line,2017,9,0.75,0.5295,0.75,0.519,0,10.38
OTP (Terminal) - 6 Line,2017,10,0.75,0.5303,0.75,0.5372,0,10.744
OTP (Terminal) - 6 Line,2017,11,0.75,0.5254,0.75,0.4765,0,9.53
OTP (Terminal) - 6 Line,2017,12,0.75,0.517,0.75,0.4217,0,8.434
OTP (Terminal) - 7 Line,2011,1,0.941,0.834,0.941,0.834,0,16.68
OTP (Terminal) - 7 Line,2011,2,0.941,0.829,0.941,0.824,0,16.48
OTP (Terminal) - 7 Line,2011,3,0.941,0.828,0.941,0.826,0,16.52
OTP (Terminal) - 7 Line,2011,4,0.941,0.835,0.941,0.857,0,17.14
OTP (Terminal) - 7 Line,2011,5,0.941,0.849,0.941,0.904,0,18.08
OTP (Terminal) - 7 Line,2011,6,0.941,0.862,0.941,0.874,0,17.48
OTP (Terminal) - 7 Line,2011,7,0.941,0.87,0.941,0.917,0,18.34
OTP (Terminal) - 7 Line,2011,8,0.941,0.873,0.941,0.894,0,17.88
OTP (Terminal) - 7 Line,2011,9,0.941,0.876,0.941,0.898,0,17.96
OTP (Terminal) - 7 Line,2011,10,0.941,0.882,0.941,0.937,0,18.74
OTP (Terminal) - 7 Line,2011,11,0.941,0.885,0.941,0.916,0,18.32
OTP (Terminal) - 7 Line,2011,12,0.941,0.888,0.941,0.92,0,18.4
OTP (Terminal) - 7 Line,2012,1,0.941,0.896,0.941,0.896,0,17.92
OTP (Terminal) - 7 Line,2012,2,0.941,0.896,0.941,0.897,0,17.94
OTP (Terminal) - 7 Line,2012,3,0.941,0.901,0.941,0.91,0,18.2
OTP (Terminal) - 7 Line,2012,4,0.941,0.908,0.941,0.927,0,18.54
OTP (Terminal) - 7 Line,2012,5,0.941,0.91,0.941,0.917,0,18.34
OTP (Terminal) - 7 Line,2012,6,0.941,0.903,0.941,0.872,0,17.44
OTP (Terminal) - 7 Line,2012,7,0.941,0.904,0.941,0.909,0,18.18
OTP (Terminal) - 7 Line,2012,8,0.941,0.903,0.941,0.899,0,17.98
OTP (Terminal) - 7 Line,2012,9,0.941,0.905,0.941,0.922,0,18.44
OTP (Terminal) - 7 Line,2012,10,0.941,0.906,0.941,0.912,0,18.24
OTP (Terminal) - 7 Line,2012,11,0.941,0.906,0.941,0.909,0,18.18
OTP (Terminal) - 7 Line,2012,12,0.941,0.906,0.941,0.888,0,17.76
OTP (Terminal) - 7 Line,2013,1,0.941,0.88,0.941,0.88,0,17.6
OTP (Terminal) - 7 Line,2013,2,0.941,0.872,0.941,0.863,0,17.26
OTP (Terminal) - 7 Line,2013,3,0.941,0.875,0.941,0.88,0,17.6
OTP (Terminal) - 7 Line,2013,4,0.941,0.886,0.941,0.919,0,18.38
OTP (Terminal) - 7 Line,2013,5,0.941,0.893,0.941,0.917,0,18.34
OTP (Terminal) - 7 Line,2013,6,0.941,0.896,0.941,0.913,0,18.26
OTP (Terminal) - 7 Line,2013,7,0.941,0.894,0.941,0.885,0,17.7
OTP (Terminal) - 7 Line,2013,8,0.941,0.896,0.941,0.91,0,18.2
OTP (Terminal) - 7 Line,2013,9,0.941,0.897,0.941,0.908,0,18.16
OTP (Terminal) - 7 Line,2013,10,0.941,0.897,0.941,0.892,0,17.84
OTP (Terminal) - 7 Line,2013,11,0.941,0.89,0.941,0.819,0,16.38
OTP (Terminal) - 7 Line,2013,12,0.941,0.886,0.941,0.841,0,16.82
OTP (Terminal) - 7 Line,2014,1,0.941,0.853,0.941,0.853,0,17.06
OTP (Terminal) - 7 Line,2014,2,0.941,0.849,0.941,0.844,0,16.88
OTP (Terminal) - 7 Line,2014,3,0.941,0.86,0.941,0.882,0,17.64
OTP (Terminal) - 7 Line,2014,4,0.941,0.871,0.941,0.903,0,18.06
OTP (Terminal) - 7 Line,2014,5,0.941,0.879,0.941,0.883,0,17.66
OTP (Terminal) - 7 Line,2014,6,0.941,0.876,0.941,0.887,0,17.74
OTP (Terminal) - 7 Line,2014,7,0.941,0.881,0.941,0.911,0,18.22
OTP (Terminal) - 7 Line,2014,8,0.941,0.887,0.941,0.924,0,18.48
OTP (Terminal) - 7 Line,2014,9,0.941,0.888,0.941,0.9,0,18
OTP (Terminal) - 7 Line,2014,10,0.941,0.884,0.941,0.846,0,16.92
OTP (Terminal) - 7 Line,2014,11,0.941,0.878,0.941,0.814,0,16.28
OTP (Terminal) - 7 Line,2014,12,0.941,0.878,0.941,0.879,0,17.58
OTP (Terminal) - 7 Line,2015,1,0.75,0.86,0.75,0.86,1,17.2
OTP (Terminal) - 7 Line,2015,2,0.75,0.817,0.75,0.772,1,15.44
OTP (Terminal) - 7 Line,2015,3,0.75,0.813,0.75,0.807,1,16.14
OTP (Terminal) - 7 Line,2015,4,0.75,0.858,0.75,0.797,1,15.94
OTP (Terminal) - 7 Line,2015,5,0.75,0.814,0.75,0.833,1,16.66
OTP (Terminal) - 7 Line,2015,6,0.75,0.819,0.75,0.844,1,16.88
OTP (Terminal) - 7 Line,2015,7,0.75,0.822,0.75,0.838,1,16.76
OTP (Terminal) - 7 Line,2015,8,0.75,0.829,0.75,0.881,1,17.62
OTP (Terminal) - 7 Line,2015,9,0.75,0.828,0.75,0.814,1,16.28
OTP (Terminal) - 7 Line,2015,10,0.75,0.831,0.75,0.861,1,17.22
OTP (Terminal) - 7 Line,2015,11,0.75,0.831,0.75,0.827,1,16.54
OTP (Terminal) - 7 Line,2015,12,0.75,0.829,0.75,0.811,1,16.22
OTP (Terminal) - 7 Line,2016,1,0.75,0.78,0.75,0.78,1,15.6
OTP (Terminal) - 7 Line,2016,2,0.75,0.758,0.75,0.736,0,14.72
OTP (Terminal) - 7 Line,2016,3,0.75,0.758,0.75,0.756,1,15.12
OTP (Terminal) - 7 Line,2016,4,0.75,0.757,0.75,0.754,1,15.08
OTP (Terminal) - 7 Line,2016,5,0.75,0.755,0.75,0.75,1,15
OTP (Terminal) - 7 Line,2016,6,0.75,0.759,0.75,0.779,1,15.58
OTP (Terminal) - 7 Line,2016,7,0.75,0.763,0.75,0.787,1,15.74
OTP (Terminal) - 7 Line,2016,8,0.75,0.77,0.75,0.813,1,16.26
OTP (Terminal) - 7 Line,2016,9,0.75,0.775,0.75,0.821,1,16.42
OTP (Terminal) - 7 Line,2016,10,0.75,0.777,0.75,0.789,1,15.78
OTP (Terminal) - 7 Line,2016,11,0.75,0.7772,0.75,0.7821,1,15.642
OTP (Terminal) - 7 Line,2016,12,0.75,0.775,0.75,0.7507,1,15.014
OTP (Terminal) - 7 Line,2017,1,0.75,0.7675,0.75,0.7675,1,15.35
OTP (Terminal) - 7 Line,2017,2,0.75,0.7313,0.75,0.6914,0,13.828
OTP (Terminal) - 7 Line,2017,3,0.75,0.7363,0.75,0.7455,0,14.91
OTP (Terminal) - 7 Line,2017,4,0.75,0.7337,0.75,0.7255,0,14.51
OTP (Terminal) - 7 Line,2017,5,0.75,0.7399,0.75,0.7629,1,15.258
OTP (Terminal) - 7 Line,2017,6,0.75,0.7399,0.75,0.74,0,14.8
OTP (Terminal) - 7 Line,2017,7,0.75,0.736,0.75,0.7121,0,14.242
OTP (Terminal) - 7 Line,2017,8,0.75,0.73,0.75,0.6926,0,13.852
OTP (Terminal) - 7 Line,2017,9,0.75,0.7356,0.75,0.7821,1,15.642
OTP (Terminal) - 7 Line,2017,10,0.75,0.7349,0.75,0.7285,0,14.57
OTP (Terminal) - 7 Line,2017,11,0.75,0.731,0.75,0.6921,0,13.842
OTP (Terminal) - 7 Line,2017,12,0.75,0.7252,0.75,0.6588,0,13.176
OTP (Terminal) - A Line,2011,1,0.891,0.833,0.891,0.833,0,16.66
OTP (Terminal) - A Line,2011,2,0.891,0.825,0.891,0.816,0,16.32
OTP (Terminal) - A Line,2011,3,0.891,0.833,0.891,0.848,0,16.96
OTP (Terminal) - A Line,2011,4,0.891,0.841,0.891,0.866,0,17.32
OTP (Terminal) - A Line,2011,5,0.891,0.852,0.891,0.893,1,17.86
OTP (Terminal) - A Line,2011,6,0.891,0.852,0.891,0.856,0,17.12
OTP (Terminal) - A Line,2011,7,0.891,0.844,0.891,0.793,0,15.86
OTP (Terminal) - A Line,2011,8,0.891,0.836,0.891,0.782,0,15.64
OTP (Terminal) - A Line,2011,9,0.891,0.832,0.891,0.801,0,16.02
OTP (Terminal) - A Line,2011,10,0.891,0.832,0.891,0.835,0,16.7
OTP (Terminal) - A Line,2011,11,0.891,0.829,0.891,0.793,0,15.86
OTP (Terminal) - A Line,2011,12,0.891,0.824,0.891,0.771,0,15.42
OTP (Terminal) - A Line,2012,1,0.891,0.826,0.891,0.826,0,16.52
OTP (Terminal) - A Line,2012,2,0.891,0.839,0.891,0.853,0,17.06
OTP (Terminal) - A Line,2012,3,0.891,0.845,0.891,0.856,0,17.12
OTP (Terminal) - A Line,2012,4,0.891,0.844,0.891,0.839,0,16.78
OTP (Terminal) - A Line,2012,5,0.891,0.845,0.891,0.851,0,17.02
OTP (Terminal) - A Line,2012,6,0.891,0.846,0.891,0.851,0,17.02
OTP (Terminal) - A Line,2012,7,0.891,0.846,0.891,0.843,0,16.86
OTP (Terminal) - A Line,2012,8,0.891,0.842,0.891,0.819,0,16.38
OTP (Terminal) - A Line,2012,9,0.891,0.843,0.891,0.85,0,17
OTP (Terminal) - A Line,2012,10,0.891,0.84,0.891,0.814,0,16.28
OTP (Terminal) - A Line,2012,11,0.891,0.835,0.891,0.762,0,15.24
OTP (Terminal) - A Line,2012,12,0.891,0.837,0.891,0.824,0,16.48
OTP (Terminal) - A Line,2013,1,0.911,0.896,0.911,0.896,0,17.92
OTP (Terminal) - A Line,2013,2,0.911,0.886,0.911,0.875,0,17.5
OTP (Terminal) - A Line,2013,3,0.891,0.888,0.891,0.891,1,17.82
OTP (Terminal) - A Line,2013,4,0.891,0.893,0.891,0.909,1,18.18
OTP (Terminal) - A Line,2013,5,0.891,0.883,0.891,0.846,0,16.92
OTP (Terminal) - A Line,2013,6,0.891,0.872,0.891,0.809,0,16.18
OTP (Terminal) - A Line,2013,7,0.891,0.858,0.891,0.781,0,15.62
OTP (Terminal) - A Line,2013,8,0.891,0.855,0.891,0.832,0,16.64
OTP (Terminal) - A Line,2013,9,0.891,0.845,0.891,0.762,0,15.24
OTP (Terminal) - A Line,2013,10,0.891,0.84,0.891,0.798,0,15.96
OTP (Terminal) - A Line,2013,11,0.891,0.835,0.891,0.785,0,15.7
OTP (Terminal) - A Line,2013,12,0.891,0.832,0.891,0.799,0,15.98
OTP (Terminal) - A Line,2014,1,0.891,0.725,0.891,0.725,0,14.5
OTP (Terminal) - A Line,2014,2,0.891,0.711,0.891,0.694,0,13.88
OTP (Terminal) - A Line,2014,3,0.891,0.721,0.891,0.74,0,14.8
OTP (Terminal) - A Line,2014,4,0.891,0.738,0.891,0.785,0,15.7
OTP (Terminal) - A Line,2014,5,0.891,0.74,0.891,0.732,0,14.64
OTP (Terminal) - A Line,2014,6,0.891,0.739,0.891,0.75,0,15
OTP (Terminal) - A Line,2014,7,0.891,0.74,0.891,0.746,0,14.92
OTP (Terminal) - A Line,2014,8,0.891,0.737,0.891,0.715,0,14.3
OTP (Terminal) - A Line,2014,9,0.891,0.738,0.891,0.746,0,14.92
OTP (Terminal) - A Line,2014,10,0.891,0.734,0.891,0.704,0,14.08
OTP (Terminal) - A Line,2014,11,0.891,0.728,0.891,0.652,0,13.04
OTP (Terminal) - A Line,2014,12,0.891,0.725,0.891,0.69,0,13.8
OTP (Terminal) - A Line,2015,1,0.75,0.676,0.75,0.676,0,13.52
OTP (Terminal) - A Line,2015,2,0.75,0.654,0.75,0.63,0,12.6
OTP (Terminal) - A Line,2015,3,0.75,0.654,0.75,0.656,0,13.12
OTP (Terminal) - A Line,2015,4,0.75,0.702,0.75,0.713,0,14.26
OTP (Terminal) - A Line,2015,5,0.75,0.671,0.75,0.673,0,13.46
OTP (Terminal) - A Line,2015,6,0.75,0.671,0.75,0.673,0,13.46
OTP (Terminal) - A Line,2015,7,0.75,0.668,0.75,0.649,0,12.98
OTP (Terminal) - A Line,2015,8,0.75,0.669,0.75,0.676,0,13.52
OTP (Terminal) - A Line,2015,9,0.75,0.663,0.75,0.622,0,12.44
